Time,UNIX_T,RSSI1,RSSI2,RSSI3,Lux,Acc_x,Acc_y,Acc_z,Temp,ID,Pos,Si,Co,Ro
"2017-09-20 16:34:48.092",1505918088092,51,57,68,39,-1103,-22,101,2145,1,152,1,5,2
"2017-09-20 16:34:48.142",1505918088142,61,57,65,17,-1038,10,85,2168,2,252,2,5,2
"2017-09-20 16:34:48.193",1505918088193,52,60,63,20,-1093,-44,133,2101,3,241,2,4,1
"2017-09-20 16:34:48.243",1505918088243,63,70,53,17,-1072,-3,108,2151,4,211,2,1,1
"2017-09-20 16:34:48.296",1505918088296,42,47,64,15,-1051,-46,110,28535,5,253,2,5,3
"2017-09-20 16:34:48.344",1505918088344,59,53,54,29,-1096,-54,95,2044,6,113,1,1,3
"2017-09-20 16:34:48.394",1505918088394,58,49,53,31,-1008,28,175,2018,7,133,1,3,3
"2017-09-20 16:34:48.448",1505918088448,57,54,41,30,-1090,-26,57,2022,8,112,1,1,2
"2017-09-20 16:34:48.492",1505918088492,45,56,61,38,-1029,42,89,2170,9,151,1,5,1
"2017-09-20 16:34:48.545",1505918088545,53,67,53,36,-1086,-66,102,2158,10,121,1,2,1
"2017-09-20 16:34:48.593",1505918088593,58,63,60,38,-1051,-51,82,2107,11,143,1,4,3
"2017-09-20 16:34:48.645",1505918088645,50,51,66,22,-1032,-22,71,2157,12,251,2,5,1
"2017-09-20 16:34:48.691",1505918088691,62,72,60,15,-1086,-47,98,2141,13,222,2,2,2
"2017-09-20 16:34:48.742",1505918088742,54,69,59,14,-1058,-47,50,2054,14,213,2,1,3
"2017-09-20 16:34:48.798",1505918088798,49,74,48,14,-1090,-31,114,2078,15,223,2,2,3
"2017-09-20 16:34:48.844",1505918088844,63,64,59,29,-1062,-22,127,2041,16,123,1,2,3
"2017-09-20 16:34:48.900",1505918088900,47,68,63,42,-1099,-44,135,2123,17,131,1,3,1
"2017-09-20 16:34:48.946",1505918088946,49,63,59,39,-1051,-27,125,2112,18,142,1,4,2
"2017-09-20 16:34:48.994",1505918088994,52,66,64,37,-1042,69,66,2245,19,141,1,4,1
"2017-09-20 16:34:49.053",1505918089053,58,53,65,15,-1070,13,113,2154,20,232,2,3,2
"2017-09-20 16:34:49.094",1505918089094,52,61,65,40,-1059,-31,110,2131,21,199,1,9,9
"2017-09-20 16:34:49.146",1505918089146,57,63,57,12,-1055,-38,124,2127,22,299,2,9,9
"2017-09-20 16:34:50.163",1505918090163,50,57,68,39,-1099,-20,105,2145,1,152,1,5,2
"2017-09-20 16:34:50.214",1505918090214,61,57,65,17,-1035,5,90,2168,2,252,2,5,2
"2017-09-20 16:34:50.264",1505918090264,53,61,64,20,-1090,-42,135,2101,3,241,2,4,1
"2017-09-20 16:34:50.313",1505918090313,63,70,54,17,-1071,-1,110,2138,4,211,2,1,1
"2017-09-20 16:34:50.367",1505918090367,43,48,64,15,-1054,-44,114,28542,5,253,2,5,3
"2017-09-20 16:34:50.412",1505918090412,58,55,54,29,-1095,-50,100,2044,6,113,1,1,3
"2017-09-20 16:34:50.467",1505918090467,57,45,51,30,-1007,29,174,2063,7,133,1,3,3
"2017-09-20 16:34:50.519",1505918090519,57,54,39,30,-1087,-27,65,2002,8,112,1,1,2
"2017-09-20 16:34:50.564",1505918090564,47,56,60,38,-1038,42,86,2150,9,151,1,5,1
"2017-09-20 16:34:50.619",1505918090619,52,67,54,36,-1086,-62,103,2158,10,121,1,2,1
"2017-09-20 16:34:50.666",1505918090666,58,63,59,38,-1048,-47,86,2126,11,143,1,4,3
"2017-09-20 16:34:50.713",1505918090713,50,51,67,22,-1037,-18,70,2157,12,251,2,5,1
"2017-09-20 16:34:50.762",1505918090762,61,73,60,15,-1086,-39,95,2121,13,222,2,2,2
"2017-09-20 16:34:50.816",1505918090816,55,68,59,14,-1051,-52,52,2054,14,213,2,1,3
"2017-09-20 16:34:50.870",1505918090870,52,74,48,14,-1090,-33,117,2078,15,223,2,2,3
"2017-09-20 16:34:50.917",1505918090917,63,64,60,29,-1064,-18,129,2028,16,123,1,2,3
"2017-09-20 16:34:50.972",1505918090972,46,69,62,42,-1098,-42,130,2136,17,131,1,3,1
"2017-09-20 16:34:51.016",1505918091016,48,63,59,39,-1054,-23,130,2099,18,142,1,4,2
"2017-09-20 16:34:51.066",1505918091066,51,66,65,37,-1038,74,61,2238,19,141,1,4,1
"2017-09-20 16:34:51.125",1505918091125,58,52,65,15,-1074,14,110,2167,20,232,2,3,2
"2017-09-20 16:34:51.166",1505918091166,53,62,63,40,-1062,-28,108,2111,21,199,1,9,9
"2017-09-20 16:34:51.221",1505918091221,57,63,57,12,-1056,-34,121,2127,22,299,2,9,9
"2017-09-20 16:34:52.236",1505918092236,49,58,67,39,-1103,-22,100,2145,1,152,1,5,2
"2017-09-20 16:34:52.286",1505918092286,61,56,65,17,-1037,7,84,2181,2,252,2,5,2
"2017-09-20 16:34:52.334",1505918092334,54,61,63,20,-1086,-47,133,2107,3,241,2,4,1
"2017-09-20 16:34:52.384",1505918092384,63,70,52,17,-1072,1,116,2145,4,211,2,1,1
"2017-09-20 16:34:52.439",1505918092439,42,46,64,15,-1051,-42,117,28529,5,253,2,5,3
"2017-09-20 16:34:52.485",1505918092485,60,54,53,29,-1099,-55,98,2044,6,113,1,1,3
"2017-09-20 16:34:52.535",1505918092535,58,47,50,31,-1007,26,183,2070,7,133,1,3,3
"2017-09-20 16:34:52.588",1505918092588,58,53,42,30,-1094,-26,61,2009,8,112,1,1,2
"2017-09-20 16:34:52.634",1505918092634,47,56,60,38,-1034,44,86,2137,9,151,1,5,1
"2017-09-20 16:34:52.691",1505918092691,53,67,53,36,-1083,-58,102,2151,10,121,1,2,1
"2017-09-20 16:34:52.738",1505918092738,59,63,60,38,-1048,-51,82,2100,11,143,1,4,3
"2017-09-20 16:34:52.786",1505918092786,50,51,67,22,-1035,-20,73,2164,12,251,2,5,1
"2017-09-20 16:34:52.834",1505918092834,62,73,60,15,-1086,-41,97,2121,13,222,2,2,2
"2017-09-20 16:34:52.886",1505918092886,54,69,58,14,-1051,-51,53,2047,14,213,2,1,3
"2017-09-20 16:34:52.940",1505918092940,50,74,48,14,-1094,-27,121,2085,15,223,2,2,3
