Time,UNIX_T,RSSI1,RSSI2,RSSI3,Lux,Acc_x,Acc_y,Acc_z,Temp,ID,Pos,Si,Co,Ro
"2017-09-22 16:42:11.928",1506091331928,57,75,49,2,-1106,-22,97,2353,1,223,2,2,3
"2017-09-22 16:42:11.976",1506091331976,35,54,63,3,-1035,6,86,2305,2,253,2,5,3
"2017-09-22 16:42:12.028",1506091332028,52,59,63,4,-1088,-47,133,2211,3,241,2,4,1
"2017-09-22 16:42:12.078",1506091332078,52,65,64,6,-1078,1,105,2236,4,132,1,3,2
"2017-09-22 16:42:12.131",1506091332131,54,65,62,3,-1054,-43,103,2093,5,231,2,3,1
"2017-09-22 16:42:12.179",1506091332179,58,59,53,5,-1093,-59,105,2200,6,113,1,1,3
"2017-09-22 16:42:12.231",1506091332231,63,66,61,5,-1010,29,169,2174,7,123,1,2,3
"2017-09-22 16:42:12.282",1506091332282,52,48,55,3,-1088,-27,50,2158,8,252,2,5,2
"2017-09-22 16:42:12.328",1506091332328,56,69,60,6,-1030,42,98,2228,9,122,1,2,2
"2017-09-22 16:42:12.384",1506091332384,58,63,57,7,-1086,-59,94,2255,10,143,1,4,3
"2017-09-22 16:42:12.429",1506091332429,63,71,53,3,-1053,-49,78,-24328,11,211,2,1,1
"2017-09-22 16:42:12.477",1506091332477,54,65,64,3,-1035,-19,50,2261,12,233,2,3,3
"2017-09-22 16:42:12.529",1506091332529,52,57,66,4,-1086,-42,79,2258,13,251,2,5,1
"2017-09-22 16:42:12.577",1506091332577,49,63,56,8,-1054,-54,46,2229,14,142,1,4,2
"2017-09-22 16:42:12.633",1506091332633,52,61,49,7,-1093,-34,109,2234,15,111,1,1,1
"2017-09-22 16:42:12.679",1506091332679,64,70,61,3,-1059,-35,116,2229,16,221,2,2,1
"2017-09-22 16:42:12.734",1506091332734,61,72,57,3,-1102,-51,125,2253,17,222,2,2,2
"2017-09-22 16:42:12.781",1506091332781,48,58,61,7,-1054,-35,121,2320,18,151,1,5,1
"2017-09-22 16:42:12.826",1506091332826,57,66,50,7,-1042,71,57,2414,19,121,1,2,1
"2017-09-22 16:42:12.886",1506091332886,52,65,48,3,-1071,10,110,2499,20,212,2,1,2
"2017-09-22 16:42:12.928",1506091332928,49,61,63,8,-1062,-27,95,2215,21,199,1,9,9
"2017-09-22 16:42:12.983",1506091332983,56,61,59,2,-1051,-42,117,2276,22,299,2,9,9
"2017-09-22 16:42:13.999",1506091333999,57,76,49,2,-1104,-23,101,2353,1,223,2,2,3
"2017-09-22 16:42:14.048",1506091334048,36,55,63,3,-1035,10,86,2311,2,253,2,5,3
"2017-09-22 16:42:14.098",1506091334098,53,60,63,4,-1090,-50,127,2211,3,241,2,4,1
"2017-09-22 16:42:14.149",1506091334149,51,65,63,6,-1077,4,103,2242,4,132,1,3,2
