Time,UNIX_T,RSSI1,RSSI2,RSSI3,Lux,Acc_x,Acc_y,Acc_z,Temp,ID,Pos,Si,Co,Ro
"2017-09-20 14:27:45.286",1505910465286,63,74,58,17,-1099,-20,95,2100,1,222,2,2,2
"2017-09-20 14:27:45.336",1505910465336,41,66,63,43,-1030,13,98,2110,2,131,1,3,1
"2017-09-20 14:27:45.386",1505910465386,55,60,62,21,-1087,-42,135,1984,3,241,2,4,1
"2017-09-20 14:27:45.439",1505910465439,52,55,64,17,-1074,9,114,2034,4,242,2,4,2
"2017-09-20 14:27:45.490",1505910465490,50,64,60,18,-1053,-42,109,28483,5,231,2,3,1
"2017-09-20 14:27:45.536",1505910465536,53,64,49,16,-1099,-54,94,1992,6,212,2,1,2
"2017-09-20 14:27:45.590",1505910465590,55,66,62,14,-1010,28,174,1985,7,233,2,3,3
"2017-09-20 14:27:45.640",1505910465640,54,62,51,18,-1093,-28,57,1950,8,221,2,2,1
"2017-09-20 14:27:45.686",1505910465686,51,60,45,32,-1030,42,93,2033,9,111,1,1,1
"2017-09-20 14:27:45.740",1505910465740,56,57,63,19,-1090,-60,95,2047,10,252,2,5,2
"2017-09-20 14:27:45.790",1505910465790,50,54,67,41,-1048,-51,77,2055,11,152,1,5,2
"2017-09-20 14:27:45.837",1505910465837,52,62,55,36,-1038,-19,65,2027,12,153,1,5,3
"2017-09-20 14:27:45.888",1505910465888,57,65,64,39,-1080,-35,95,2063,13,141,1,4,1
"2017-09-20 14:27:45.937",1505910465937,59,49,44,35,-1054,-51,50,1969,14,133,1,3,3
"2017-09-20 14:27:45.993",1505910465993,50,57,60,45,-1091,-27,110,2033,15,151,1,5,1
"2017-09-20 14:27:46.037",1505910466037,55,69,58,32,-1060,-27,121,1950,16,122,1,2,2
"2017-09-20 14:27:46.093",1505910466093,59,69,56,13,-1095,-44,126,2012,17,213,2,1,3
"2017-09-20 14:27:46.140",1505910466140,58,61,58,37,-1053,-34,130,2002,18,143,1,4,3
"2017-09-20 14:27:46.185",1505910466185,62,70,51,17,-1039,69,66,2160,19,211,2,1,1
"2017-09-20 14:27:46.247",1505910466247,42,50,62,15,-1073,10,114,2063,20,253,2,5,3
"2017-09-20 14:27:46.286",1505910466286,50,62,64,41,-1056,-27,106,2027,21,199,1,9,9
"2017-09-20 14:27:46.344",1505910466344,57,60,58,13,-1054,-38,114,2049,22,299,2,9,9
"2017-09-20 14:27:47.356",1505910467356,65,74,58,17,-1104,-18,101,2100,1,222,2,2,2
"2017-09-20 14:27:47.408",1505910467408,42,67,64,43,-1032,13,86,2110,2,131,1,3,1
"2017-09-20 14:27:47.459",1505910467459,54,61,63,21,-1092,-44,141,1997,3,241,2,4,1
"2017-09-20 14:27:47.510",1505910467510,51,56,64,17,-1071,12,110,2008,4,242,2,4,2
"2017-09-20 14:27:47.560",1505910467560,49,64,60,18,-1050,-41,109,28477,5,231,2,3,1
"2017-09-20 14:27:47.607",1505910467607,53,64,49,16,-1096,-54,97,1985,6,212,2,1,2
"2017-09-20 14:27:47.658",1505910467658,55,66,62,14,-1008,26,175,1985,7,233,2,3,3
"2017-09-20 14:27:47.711",1505910467711,55,61,52,18,-1087,-31,65,1937,8,221,2,2,1
"2017-09-20 14:27:47.760",1505910467760,51,61,44,32,-1030,39,86,2046,9,111,1,1,1
"2017-09-20 14:27:47.813",1505910467813,56,56,62,19,-1086,-60,97,2041,10,252,2,5,2
"2017-09-20 14:27:47.858",1505910467858,51,54,66,41,-1054,-46,78,2055,11,152,1,5,2
"2017-09-20 14:27:47.907",1505910467907,52,62,55,36,-1035,-19,66,2020,12,153,1,5,3
"2017-09-20 14:27:47.957",1505910467957,57,65,64,39,-1086,-35,93,2063,13,141,1,4,1
"2017-09-20 14:27:48.010",1505910468010,59,50,44,35,-1054,-52,57,1969,14,133,1,3,3
"2017-09-20 14:27:48.064",1505910468064,49,57,61,45,-1090,-31,108,2026,15,151,1,5,1
"2017-09-20 14:27:48.108",1505910468108,55,68,59,32,-1058,-28,117,1950,16,122,1,2,2
"2017-09-20 14:27:48.165",1505910468165,59,69,57,13,-1094,-44,130,1986,17,213,2,1,3
"2017-09-20 14:27:48.212",1505910468212,59,61,58,37,-1053,-33,130,1995,18,143,1,4,3
"2017-09-20 14:27:48.260",1505910468260,63,70,51,17,-1038,69,70,2160,19,211,2,1,1
"2017-09-20 14:27:48.317",1505910468317,42,48,62,15,-1071,6,121,2083,20,253,2,5,3
"2017-09-20 14:27:48.358",1505910468358,48,63,65,41,-1061,-31,110,2020,21,199,1,9,9
"2017-09-20 14:27:48.413",1505910468413,57,61,58,13,-1054,-35,117,2049,22,299,2,9,9
