Time,UNIX_T,RSSI1,RSSI2,RSSI3,Lux,Acc_x,Acc_y,Acc_z,Temp,ID,Pos,Si,Co,Ro
"2017-09-20 14:51:39.814",1505911899814,45,53,66,45,-1099,-19,103,2093,1,253,2,5,3
"2017-09-20 14:51:39.866",1505911899866,53,51,65,55,-1038,14,92,2110,2,251,2,5,1
"2017-09-20 14:51:39.914",1505911899914,52,57,56,100,-1088,-55,134,1964,3,153,1,5,3
"2017-09-20 14:51:39.964",1505911899964,56,67,64,92,-1071,5,110,2028,4,132,1,3,2
"2017-09-20 14:51:40.018",1505911900018,55,60,63,51,-1053,-36,108,28490,5,241,2,4,1
"2017-09-20 14:51:40.064",1505911900064,61,68,48,46,-1095,-55,92,2037,6,211,2,1,1
"2017-09-20 14:51:40.116",1505911900116,62,73,59,42,-1007,23,178,2018,7,222,2,2,2
"2017-09-20 14:51:40.170",1505911900170,54,57,50,81,-1090,-27,68,1918,8,123,1,2,3
"2017-09-20 14:51:40.216",1505911900216,59,57,63,49,-1032,39,86,2046,9,252,2,5,2
"2017-09-20 14:51:40.271",1505911900271,55,56,64,40,-1086,-50,101,2047,10,243,2,4,3
"2017-09-20 14:51:40.316",1505911900316,57,66,64,39,-1053,-49,73,2068,11,233,2,3,3
"2017-09-20 14:51:40.367",1505911900367,52,66,62,52,-1035,-18,69,2060,12,231,2,3,1
"2017-09-20 14:51:40.416",1505911900416,54,52,64,45,-1085,-27,102,2056,13,242,2,4,2
"2017-09-20 14:51:40.466",1505911900466,57,68,59,103,-1055,-51,58,1976,14,122,1,2,2
"2017-09-20 14:51:40.519",1505911900519,53,64,62,120,-1095,-27,116,2033,15,141,1,4,1
"2017-09-20 14:51:40.567",1505911900567,57,59,59,86,-1061,-33,121,1950,16,143,1,4,3
"2017-09-20 14:51:40.621",1505911900621,54,56,51,87,-1094,-44,130,1986,17,133,1,3,3
"2017-09-20 14:51:40.669",1505911900669,66,63,37,88,-1054,-34,125,1995,18,112,1,1,2
"2017-09-20 14:51:40.716",1505911900716,45,68,64,97,-1038,77,68,2160,19,131,1,3,1
"2017-09-20 14:51:40.776",1505911900776,42,63,41,91,-1074,2,126,2050,20,111,1,1,1
"2017-09-20 14:51:40.817",1505911900817,51,60,63,113,-1059,-23,117,2040,21,199,1,9,9
"2017-09-20 14:51:40.871",1505911900871,57,65,58,34,-1055,-38,117,2075,22,299,2,9,9
"2017-09-20 14:51:41.886",1505911901886,46,52,66,45,-1102,-19,100,2093,1,253,2,5,3
"2017-09-20 14:51:41.935",1505911901935,53,51,66,55,-1035,12,93,2110,2,251,2,5,1
"2017-09-20 14:51:41.985",1505911901985,52,58,56,100,-1088,-52,137,1958,3,153,1,5,3
"2017-09-20 14:51:42.035",1505911902035,56,67,64,92,-1074,5,114,2028,4,132,1,3,2
"2017-09-20 14:51:42.087",1505911902087,55,61,63,51,-1053,-42,110,28509,5,241,2,4,1
"2017-09-20 14:51:42.136",1505911902136,61,68,47,46,-1099,-54,93,2011,6,211,2,1,1
"2017-09-20 14:51:42.189",1505911902189,62,72,59,41,-1007,25,181,2011,7,222,2,2,2
"2017-09-20 14:51:42.241",1505911902241,53,57,51,81,-1093,-27,66,1918,8,123,1,2,3
"2017-09-20 14:51:42.288",1505911902288,60,57,63,49,-1029,38,86,2053,9,252,2,5,2
"2017-09-20 14:51:42.340",1505911902340,55,54,63,40,-1086,-50,102,2047,10,243,2,4,3
"2017-09-20 14:51:42.386",1505911902386,57,65,63,39,-1050,-49,84,2074,11,233,2,3,3
"2017-09-20 14:51:42.437",1505911902437,52,66,62,52,-1035,-12,76,2079,12,231,2,3,1
"2017-09-20 14:51:42.488",1505911902488,54,53,64,45,-1086,-28,86,2069,13,242,2,4,2
"2017-09-20 14:51:42.535",1505911902535,56,68,59,103,-1054,-47,55,1982,14,122,1,2,2
"2017-09-20 14:51:42.591",1505911902591,53,64,63,120,-1093,-27,117,2033,15,141,1,4,1
"2017-09-20 14:51:42.640",1505911902640,57,59,58,86,-1062,-27,121,1924,16,143,1,4,3
"2017-09-20 14:51:42.695",1505911902695,55,57,51,87,-1093,-43,137,1993,17,133,1,3,3
"2017-09-20 14:51:42.740",1505911902740,67,63,38,88,-1058,-31,133,1976,18,112,1,1,2
