Time,UNIX_T,RSSI1,RSSI2,RSSI3,Lux,Acc_x,Acc_y,Acc_z,Temp,ID,Pos,Si,Co,Ro
"2017-09-20 16:09:09.553",1505916549553,52,54,65,17,-1106,-11,106,2145,1,242,2,4,2
"2017-09-20 16:09:09.607",1505916549607,54,69,57,12,-1035,10,90,2129,2,213,2,1,3
"2017-09-20 16:09:09.656",1505916549656,48,54,65,39,-1088,-51,138,2055,3,152,1,5,2
"2017-09-20 16:09:09.707",1505916549707,65,71,61,17,-1074,1,116,2112,4,221,2,2,1
"2017-09-20 16:09:09.756",1505916549756,53,52,65,20,-1054,-47,110,28548,5,251,2,5,1
"2017-09-20 16:09:09.807",1505916549807,41,62,57,39,-1102,-58,93,2044,6,142,1,4,2
"2017-09-20 16:09:09.858",1505916549858,60,59,56,29,-1010,28,183,2024,7,113,1,1,3
"2017-09-20 16:09:09.909",1505916549909,40,57,53,32,-1090,-31,57,1976,8,132,1,3,2
"2017-09-20 16:09:09.956",1505916549956,63,71,58,15,-1027,42,93,2105,9,222,2,2,2
"2017-09-20 16:09:10.008",1505916550008,58,62,58,37,-1083,-52,102,2080,10,143,1,4,3
"2017-09-20 16:09:10.056",1505916550056,54,75,53,14,-1054,-47,86,2100,11,223,2,2,3
"2017-09-20 16:09:10.105",1505916550105,51,62,56,35,-1032,-18,71,2073,12,153,1,5,3
"2017-09-20 16:09:10.155",1505916550155,55,66,50,34,-1088,-36,102,2121,13,121,1,2,1
"2017-09-20 16:09:10.205",1505916550205,48,55,62,44,-1054,-54,53,2080,14,151,1,5,1
"2017-09-20 16:09:10.261",1505916550261,46,51,63,17,-1094,-31,119,2059,15,253,2,5,3
"2017-09-20 16:09:10.309",1505916550309,53,61,63,18,-1062,-15,117,2047,16,241,2,4,1
"2017-09-20 16:09:10.361",1505916550361,63,69,48,17,-1102,-50,127,2097,17,211,2,1,1
"2017-09-20 16:09:10.411",1505916550411,48,66,62,43,-1053,-33,125,2099,18,131,1,3,1
"2017-09-20 16:09:10.457",1505916550457,55,67,64,37,-1038,70,66,2186,19,141,1,4,1
"2017-09-20 16:09:10.517",1505916550517,57,69,60,32,-1074,10,121,2076,20,122,1,2,2
"2017-09-20 16:09:10.555",1505916550555,55,63,64,39,-1062,-27,110,2098,21,199,1,9,9
"2017-09-20 16:09:10.609",1505916550609,56,62,57,12,-1053,-36,124,2114,22,299,2,9,9
"2017-09-20 16:09:11.624",1505916551624,53,53,65,17,-1104,-15,94,2145,1,242,2,4,2
"2017-09-20 16:09:11.675",1505916551675,54,70,57,12,-1035,13,86,2110,2,213,2,1,3
"2017-09-20 16:09:11.727",1505916551727,48,55,65,39,-1086,-54,142,2055,3,152,1,5,2
"2017-09-20 16:09:11.777",1505916551777,65,71,60,17,-1071,6,114,2099,4,221,2,2,1
"2017-09-20 16:09:11.830",1505916551830,53,51,65,20,-1055,-47,114,28568,5,251,2,5,1
"2017-09-20 16:09:11.876",1505916551876,36,63,57,39,-1099,-55,100,2031,6,142,1,4,2
"2017-09-20 16:09:11.926",1505916551926,60,58,56,29,-1010,29,185,2018,7,113,1,1,3
"2017-09-20 16:09:11.980",1505916551980,39,58,54,32,-1094,-22,62,1976,8,132,1,3,2
"2017-09-20 16:09:12.028",1505916552028,62,72,58,15,-1030,41,89,2105,9,222,2,2,2
"2017-09-20 16:09:12.083",1505916552083,58,62,58,37,-1086,-54,102,2073,10,143,1,4,3
"2017-09-20 16:09:12.130",1505916552130,55,74,53,14,-1047,-51,87,2100,11,223,2,2,3
"2017-09-20 16:09:12.175",1505916552175,52,62,55,35,-1035,-18,68,2053,12,153,1,5,3
"2017-09-20 16:09:12.226",1505916552226,52,66,51,34,-1083,-38,95,2154,13,121,1,2,1
"2017-09-20 16:09:12.277",1505916552277,47,56,61,44,-1051,-57,46,2080,14,151,1,5,1
"2017-09-20 16:09:12.332",1505916552332,44,53,63,17,-1090,-31,117,2052,15,253,2,5,3
"2017-09-20 16:09:12.378",1505916552378,54,61,63,18,-1062,-14,116,2041,16,241,2,4,1
"2017-09-20 16:09:12.431",1505916552431,62,69,50,17,-1096,-52,127,2097,17,211,2,1,1
"2017-09-20 16:09:12.479",1505916552479,47,66,63,43,-1058,-38,132,2093,18,131,1,3,1
"2017-09-20 16:09:12.527",1505916552527,56,66,64,37,-1035,69,69,2186,19,141,1,4,1
"2017-09-20 16:09:12.586",1505916552586,57,69,60,32,-1067,6,116,2076,20,122,1,2,2
"2017-09-20 16:09:12.628",1505916552628,55,63,63,39,-1059,-25,110,2131,21,199,1,9,9
"2017-09-20 16:09:12.682",1505916552682,55,61,57,12,-1055,-38,121,2120,22,299,2,9,9
"2017-09-20 16:09:13.696",1505916553696,52,53,64,17,-1106,-15,102,2145,1,242,2,4,2
"2017-09-20 16:09:13.748",1505916553748,55,69,57,12,-1030,10,86,2116,2,213,2,1,3
