Time,UNIX_T,RSSI1,RSSI2,RSSI3,Lux,Acc_x,Acc_y,Acc_z,Temp,ID,Pos,Si,Co,Ro
"2017-09-20 16:11:41.801",1505916701801,51,55,65,3,-1102,-14,114,2145,1,242,2,4,2
"2017-09-20 16:11:41.854",1505916701854,54,69,57,2,-1035,10,89,2136,2,213,2,1,3
"2017-09-20 16:11:41.905",1505916701905,48,54,66,7,-1088,-55,137,2049,3,152,1,5,2
"2017-09-20 16:11:41.954",1505916701954,65,70,61,3,-1071,-3,117,2112,4,221,2,2,1
"2017-09-20 16:11:42.006",1505916702006,52,51,66,3,-1053,-51,110,28568,5,251,2,5,1
"2017-09-20 16:11:42.052",1505916702052,41,62,58,7,-1095,-54,100,2031,6,142,1,4,2
"2017-09-20 16:11:42.104",1505916702104,60,59,57,5,-1008,33,181,2018,7,113,1,1,3
"2017-09-20 16:11:42.156",1505916702156,42,59,53,5,-1094,-25,61,1976,8,132,1,3,2
"2017-09-20 16:11:42.205",1505916702205,61,71,58,2,-1030,42,90,2085,9,222,2,2,2
"2017-09-20 16:11:42.256",1505916702256,58,63,58,6,-1086,-54,102,2054,10,143,1,4,3
"2017-09-20 16:11:42.305",1505916702305,54,74,53,2,-1054,-51,82,2100,11,223,2,2,3
"2017-09-20 16:11:42.353",1505916702353,52,62,55,6,-1038,-15,66,2073,12,153,1,5,3
"2017-09-20 16:11:42.402",1505916702402,54,67,51,6,-1083,-42,95,2121,13,121,1,2,1
"2017-09-20 16:11:42.454",1505916702454,47,56,62,8,-1054,-58,55,2080,14,151,1,5,1
"2017-09-20 16:11:42.508",1505916702508,44,52,63,3,-1094,-27,117,2039,15,253,2,5,3
"2017-09-20 16:11:42.553",1505916702553,53,61,63,3,-1061,-11,117,2054,16,241,2,4,1
"2017-09-20 16:11:42.609",1505916702609,62,69,48,3,-1095,-52,132,2103,17,211,2,1,1
"2017-09-20 16:11:42.656",1505916702656,49,66,62,8,-1058,-35,130,2093,18,131,1,3,1
"2017-09-20 16:11:42.705",1505916702705,56,67,64,7,-1038,74,69,2212,19,141,1,4,1
"2017-09-20 16:11:42.761",1505916702761,57,69,58,6,-1071,7,121,2083,20,122,1,2,2
"2017-09-20 16:11:42.805",1505916702805,53,62,64,7,-1058,-22,110,2105,21,199,1,9,9
