Time,UNIX_T,RSSI1,RSSI2,RSSI3,Lux,Acc_x,Acc_y,Acc_z,Temp,ID,Pos,Si,Co,Ro
"2017-09-20 16:37:23.070",1505918243070,49,57,68,9,-1103,-22,98,2145,1,152,1,5,2
"2017-09-20 16:37:23.121",1505918243121,61,56,65,4,-1038,10,86,2162,2,252,2,5,2
"2017-09-20 16:37:23.174",1505918243174,53,60,64,5,-1087,-51,141,2088,3,241,2,4,1
"2017-09-20 16:37:23.223",1505918243223,63,70,52,4,-1071,-6,109,2138,4,211,2,1,1
"2017-09-20 16:37:23.276",1505918243276,41,50,64,4,-1051,-47,106,28542,5,253,2,5,3
"2017-09-20 16:37:23.324",1505918243324,57,54,53,6,-1096,-57,101,2018,6,113,1,1,3
"2017-09-20 16:37:23.373",1505918243373,57,47,51,6,-1010,30,174,2063,7,133,1,3,3
"2017-09-20 16:37:23.428",1505918243428,57,53,40,7,-1091,-27,65,1989,8,112,1,1,2
"2017-09-20 16:37:23.473",1505918243473,45,57,60,9,-1030,46,95,2131,9,151,1,5,1
"2017-09-20 16:37:23.529",1505918243529,53,66,54,9,-1085,-59,95,2158,10,121,1,2,1
"2017-09-20 16:37:23.575",1505918243575,58,63,60,12,-1047,-52,78,2120,11,143,1,4,3
"2017-09-20 16:37:23.622",1505918243622,50,52,66,6,-1040,-25,69,2157,12,251,2,5,1
"2017-09-20 16:37:23.674",1505918243674,61,73,60,4,-1086,-38,100,2134,13,222,2,2,2
"2017-09-20 16:37:23.725",1505918243725,54,69,58,4,-1054,-50,54,2067,14,213,2,1,3
"2017-09-20 16:37:23.776",1505918243776,49,73,48,4,-1093,-28,124,2072,15,223,2,2,3
"2017-09-20 16:37:23.824",1505918243824,63,64,60,6,-1063,-20,125,2002,16,123,1,2,3
"2017-09-20 16:37:23.880",1505918243880,48,67,62,15,-1101,-51,133,2136,17,131,1,3,1
"2017-09-20 16:37:23.929",1505918243929,47,63,59,11,-1058,-22,130,2099,18,142,1,4,2
"2017-09-20 16:37:23.972",1505918243972,51,66,64,9,-1035,69,71,2212,19,141,1,4,1
"2017-09-20 16:37:24.031",1505918244031,58,53,66,4,-1069,14,110,2128,20,232,2,3,2
"2017-09-20 16:37:24.073",1505918244073,52,62,64,10,-1061,-26,122,2111,21,199,1,9,9
"2017-09-20 16:37:24.127",1505918244127,57,63,57,3,-1054,-41,114,2120,22,299,2,9,9
"2017-09-20 16:37:25.144",1505918245144,50,59,67,9,-1109,-22,101,2152,1,152,1,5,2
"2017-09-20 16:37:25.194",1505918245194,60,56,65,4,-1038,7,92,2155,2,252,2,5,2
"2017-09-20 16:37:25.243",1505918245243,53,61,63,5,-1088,-47,137,2101,3,241,2,4,1
"2017-09-20 16:37:25.295",1505918245295,63,71,51,4,-1074,-4,110,2132,4,211,2,1,1
"2017-09-20 16:37:25.347",1505918245347,44,48,65,4,-1055,-44,117,28535,5,253,2,5,3
"2017-09-20 16:37:25.393",1505918245393,58,55,54,6,-1096,-51,98,2031,6,113,1,1,3
"2017-09-20 16:37:25.444",1505918245444,57,46,51,6,-1010,29,182,2044,7,133,1,3,3
"2017-09-20 16:37:25.498",1505918245498,57,55,40,7,-1087,-23,66,2002,8,112,1,1,2
"2017-09-20 16:37:25.543",1505918245543,43,57,61,9,-1032,46,89,2150,9,151,1,5,1
"2017-09-20 16:37:25.598",1505918245598,53,67,53,9,-1086,-58,100,2158,10,121,1,2,1
"2017-09-20 16:37:25.646",1505918245646,58,63,60,12,-1051,-47,84,2100,11,143,1,4,3
