Time,UNIX_T,RSSI1,RSSI2,RSSI3,Lux,Acc_x,Acc_y,Acc_z,Temp,ID,Pos,Si,Co,Ro
"2017-09-20 14:11:07.811",1505909467811,57,55,63,14,-1102,-14,95,2035,1,243,2,4,3
"2017-09-20 14:11:07.861",1505909467861,58,69,58,30,-1030,5,86,2051,2,122,1,2,2
"2017-09-20 14:11:07.914",1505909467914,58,61,57,34,-1086,-51,145,1906,3,143,1,4,3
"2017-09-20 14:11:07.966",1505909467966,51,62,54,32,-1074,1,110,1963,4,153,1,5,3
"2017-09-20 14:11:08.014",1505909468014,51,56,60,37,-1051,-44,109,28444,5,151,1,5,1
"2017-09-20 14:11:08.065",1505909468065,42,61,56,36,-1102,-54,90,1940,6,142,1,4,2
"2017-09-20 14:11:08.114",1505909468114,63,73,61,14,-1007,26,180,1966,7,222,2,2,2
"2017-09-20 14:11:08.167",1505909468167,45,52,55,17,-1087,-19,57,1918,8,241,2,4,1
"2017-09-20 14:11:08.215",1505909468215,36,66,61,36,-1030,45,95,2033,9,131,1,3,1
"2017-09-20 14:11:08.269",1505909468269,59,65,54,14,-1086,-59,102,2021,10,212,2,1,2
"2017-09-20 14:11:08.314",1505909468314,43,53,66,39,-1054,-47,82,2022,11,152,1,5,2
"2017-09-20 14:11:08.363",1505909468363,52,75,48,13,-1038,-20,73,1988,12,223,2,2,3
"2017-09-20 14:11:08.413",1505909468413,61,56,64,16,-1088,-34,90,2011,13,252,2,5,2
"2017-09-20 14:11:08.463",1505909468463,42,63,49,36,-1054,-51,54,1956,14,111,1,1,1
"2017-09-20 14:11:08.519",1505909468519,59,68,56,13,-1090,-27,117,1948,15,213,2,1,3
"2017-09-20 14:11:08.564",1505909468564,53,66,63,31,-1067,-22,124,1898,16,132,1,3,2
"2017-09-20 14:11:08.619",1505909468619,67,60,42,30,-1098,-42,135,1980,17,112,1,1,2
"2017-09-20 14:11:08.669",1505909468669,47,63,63,37,-1053,-22,125,2002,18,141,1,4,1
"2017-09-20 14:11:08.715",1505909468715,48,53,66,18,-1034,69,69,2115,19,251,2,5,1
"2017-09-20 14:11:08.772",1505909468772,59,55,52,28,-1072,10,122,1946,20,113,1,1,3
"2017-09-20 14:11:08.815",1505909468815,52,61,64,38,-1058,-27,106,1994,21,199,1,9,9
"2017-09-20 14:11:08.869",1505909468869,57,60,58,11,-1053,-43,117,2029,22,299,2,9,9
"2017-09-20 14:11:09.883",1505909469883,56,53,63,14,-1104,-10,102,2048,1,243,2,4,3
"2017-09-20 14:11:09.933",1505909469933,58,68,59,30,-1035,7,86,2044,2,122,1,2,2
