Time,UNIX_T,RSSI1,RSSI2,RSSI3,Lux,Acc_x,Acc_y,Acc_z,Temp,ID,Pos,Si,Co,Ro
"2017-09-20 15:09:25.685",1505912965685,62,74,61,76,-1106,-18,102,2249,1,222,2,2,2
"2017-09-20 15:09:25.734",1505912965734,48,66,60,83,-1034,10,90,2220,2,231,2,3,1
"2017-09-20 15:09:25.783",1505912965783,47,61,61,191,-1091,-52,137,2068,3,142,1,4,2
"2017-09-20 15:09:25.836",1505912965836,42,68,62,180,-1074,-1,117,2138,4,131,1,3,1
"2017-09-20 15:09:25.887",1505912965887,48,62,48,162,-1048,-44,114,28568,5,111,1,1,1
"2017-09-20 15:09:25.937",1505912965937,53,73,28,63,-1099,-50,104,2044,6,223,2,2,3
"2017-09-20 15:09:25.985",1505912965985,54,53,66,68,-1007,33,178,2063,7,243,2,4,3
"2017-09-20 15:09:26.040",1505912966040,48,60,50,155,-1093,-23,66,1989,8,122,1,2,2
"2017-09-20 15:09:26.084",1505912966084,62,65,59,146,-1030,42,93,2072,9,123,1,2,3
"2017-09-20 15:09:26.138",1505912966138,56,65,63,171,-1085,-57,101,2106,10,132,1,3,2
"2017-09-20 15:09:26.185",1505912966185,53,66,62,201,-1054,-47,85,2133,11,141,1,4,1
"2017-09-20 15:09:26.235",1505912966235,58,58,63,94,-1035,-17,73,2112,12,252,2,5,2
"2017-09-20 15:09:26.287",1505912966287,55,60,65,89,-1086,-33,89,2121,13,241,2,4,1
"2017-09-20 15:09:26.333",1505912966333,59,63,65,84,-1054,-54,58,2073,14,232,2,3,2
"2017-09-20 15:09:26.388",1505912966388,54,53,64,90,-1094,-27,121,2111,15,242,2,4,2
"2017-09-20 15:09:26.436",1505912966436,52,64,61,62,-1059,-25,126,2073,16,233,2,3,3
"2017-09-20 15:09:26.492",1505912966492,59,66,53,71,-1101,-50,126,2194,17,212,2,1,2
"2017-09-20 15:09:26.540",1505912966540,51,58,60,194,-1054,-36,125,2281,18,151,1,5,1
"2017-09-20 15:09:26.583",1505912966583,66,61,43,154,-1042,69,68,2557,19,112,1,1,2
"2017-09-20 15:09:26.642",1505912966642,59,54,50,142,-1072,15,130,2616,20,113,1,1,3
"2017-09-20 15:09:26.686",1505912966686,51,61,64,197,-1059,-25,105,2053,21,199,1,9,9
"2017-09-20 15:09:26.741",1505912966741,57,62,58,60,-1056,-38,121,2081,22,299,2,9,9
"2017-09-20 15:09:27.756",1505912967756,61,74,61,76,-1102,-20,105,2249,1,222,2,2,2
"2017-09-20 15:09:27.806",1505912967806,48,67,59,83,-1031,12,100,2220,2,231,2,3,1
"2017-09-20 15:09:27.857",1505912967857,45,61,61,191,-1086,-49,145,2107,3,142,1,4,2
"2017-09-20 15:09:27.908",1505912967908,42,67,61,180,-1074,5,117,2132,4,131,1,3,1
"2017-09-20 15:09:27.960",1505912967960,48,62,48,162,-1051,-49,113,28568,5,111,1,1,1
"2017-09-20 15:09:28.006",1505912968006,53,73,27,63,-1099,-52,98,2044,6,223,2,2,3
"2017-09-20 15:09:28.057",1505912968057,55,56,67,68,-1013,36,174,2057,7,243,2,4,3
"2017-09-20 15:09:28.108",1505912968108,47,59,50,155,-1090,-27,63,1983,8,122,1,2,2
"2017-09-20 15:09:28.157",1505912968157,62,64,58,146,-1035,45,93,2066,9,123,1,2,3
"2017-09-20 15:09:28.211",1505912968211,55,66,63,171,-1086,-51,95,2106,10,132,1,3,2
"2017-09-20 15:09:28.258",1505912968258,53,66,63,201,-1051,-47,79,2133,11,141,1,4,1
"2017-09-20 15:09:28.308",1505912968308,58,57,63,94,-1038,-18,68,2112,12,252,2,5,2
"2017-09-20 15:09:28.356",1505912968356,56,60,65,89,-1086,-31,89,2121,13,241,2,4,1
"2017-09-20 15:09:28.408",1505912968408,61,62,65,84,-1054,-51,47,2067,14,232,2,3,2
"2017-09-20 15:09:28.462",1505912968462,55,54,64,90,-1090,-26,121,2111,15,242,2,4,2
"2017-09-20 15:09:28.507",1505912968507,53,63,61,62,-1061,-22,121,2073,16,233,2,3,3
