Time,UNIX_T,RSSI1,RSSI2,RSSI3,Lux,Acc_x,Acc_y,Acc_z,Temp,ID,Pos,Si,Co,Ro
"2017-09-22 16:08:51.763",1506089331763,54,63,65,7,-1106,-22,92,2230,1,132,1,3,2
"2017-09-22 16:08:51.814",1506089331814,68,59,36,6,-1037,12,87,2233,2,112,1,1,2
"2017-09-22 16:08:51.865",1506089331865,45,54,65,8,-1090,-52,126,2140,3,152,1,5,2
"2017-09-22 16:08:51.916",1506089331916,55,53,63,3,-1071,5,109,2197,4,242,2,4,2
"2017-09-22 16:08:51.968",1506089331968,55,66,50,3,-1054,-47,108,2015,5,212,2,1,2
"2017-09-22 16:08:52.016",1506089332016,48,64,52,7,-1094,-54,95,2154,6,121,1,2,1
"2017-09-22 16:08:52.066",1506089332066,55,57,67,3,-1011,33,165,2148,7,243,2,4,3
"2017-09-22 16:08:52.119",1506089332119,40,49,52,7,-1090,-33,57,2132,8,151,1,5,1
"2017-09-22 16:08:52.165",1506089332165,50,66,61,4,-1035,42,89,2228,9,231,2,3,1
"2017-09-22 16:08:52.217",1506089332217,60,71,55,3,-1086,-67,92,2229,10,222,2,2,2
"2017-09-22 16:08:52.266",1506089332266,57,74,49,3,-1047,-51,89,-24419,11,223,2,2,3
"2017-09-22 16:08:52.316",1506089332316,60,69,56,3,-1035,-18,55,2177,12,213,2,1,3
"2017-09-22 16:08:52.366",1506089332366,63,66,62,5,-1086,-41,86,2167,13,123,1,2,3
"2017-09-22 16:08:52.413",1506089332413,59,57,63,4,-1054,-51,41,2158,14,252,2,5,2
"2017-09-22 16:08:52.469",1506089332469,52,61,53,7,-1090,-34,105,2143,15,153,1,5,3
"2017-09-22 16:08:52.517",1506089332517,53,63,62,2,-1062,-27,110,2099,16,233,2,3,3
"2017-09-22 16:08:52.570",1506089332570,57,69,60,7,-1099,-47,125,2168,17,122,1,2,2
"2017-09-22 16:08:52.617",1506089332617,65,72,61,4,-1056,-43,117,2197,18,221,2,2,1
"2017-09-22 16:08:52.664",1506089332664,49,63,49,6,-1037,68,57,2290,19,111,1,1,1
"2017-09-22 16:08:52.725",1506089332725,57,66,65,8,-1070,5,109,2187,20,141,1,4,1
"2017-09-22 16:08:52.763",1506089332763,53,62,64,8,-1059,-27,98,2209,21,199,1,9,9
"2017-09-22 16:08:52.818",1506089332818,58,58,58,2,-1051,-46,121,2205,22,299,2,9,9
"2017-09-22 16:08:53.836",1506089333836,54,63,65,7,-1106,-22,93,2197,1,132,1,3,2
"2017-09-22 16:08:53.883",1506089333883,68,59,38,6,-1031,7,86,2214,2,112,1,1,2
"2017-09-22 16:08:53.935",1506089333935,45,53,65,8,-1090,-55,126,2133,3,152,1,5,2
"2017-09-22 16:08:53.987",1506089333987,53,53,63,3,-1075,5,102,2190,4,242,2,4,2
"2017-09-22 16:08:54.037",1506089334037,56,67,50,3,-1055,-47,108,2015,5,212,2,1,2
"2017-09-22 16:08:54.087",1506089334087,48,65,52,7,-1096,-54,95,2174,6,121,1,2,1
