Time,UNIX_T,RSSI1,RSSI2,RSSI3,Lux,Acc_x,Acc_y,Acc_z,Temp,ID,Pos,Si,Co,Ro
"2017-09-20 14:23:54.595",1505910234595,64,73,57,76,-1101,-18,97,2178,1,222,2,2,2
"2017-09-20 14:23:54.644",1505910234644,41,66,64,172,-1026,14,87,2181,2,131,1,3,1
"2017-09-20 14:23:54.698",1505910234698,55,61,63,95,-1090,-44,134,2029,3,241,2,4,1
"2017-09-20 14:23:54.745",1505910234745,52,56,64,77,-1074,9,113,2067,4,242,2,4,2
"2017-09-20 14:23:54.800",1505910234800,48,64,60,83,-1051,-43,110,28490,5,231,2,3,1
"2017-09-20 14:23:54.848",1505910234848,53,64,50,72,-1095,-58,100,2050,6,212,2,1,2
"2017-09-20 14:23:54.900",1505910234900,54,66,62,64,-1007,28,177,1985,7,233,2,3,3
"2017-09-20 14:23:54.948",1505910234948,55,62,51,79,-1094,-30,63,1983,8,221,2,2,1
"2017-09-20 14:23:54.997",1505910234997,52,61,44,158,-1031,45,92,2053,9,111,1,1,1
"2017-09-20 14:23:55.049",1505910235049,56,57,63,90,-1087,-59,101,2080,10,252,2,5,2
"2017-09-20 14:23:55.096",1505910235096,50,54,66,198,-1048,-54,78,2081,11,152,1,5,2
"2017-09-20 14:23:55.147",1505910235147,52,62,55,177,-1035,-22,69,2086,12,153,1,5,3
"2017-09-20 14:23:55.195",1505910235195,57,66,64,184,-1080,-41,97,2082,13,141,1,4,1
"2017-09-20 14:23:55.246",1505910235246,59,52,43,172,-1054,-52,57,2047,14,133,1,3,3
"2017-09-20 14:23:55.300",1505910235300,50,58,59,218,-1093,-30,116,2020,15,151,1,5,1
"2017-09-20 14:23:55.350",1505910235350,55,69,58,157,-1061,-27,117,2021,16,122,1,2,2
"2017-09-20 14:23:55.404",1505910235404,60,69,57,60,-1099,-47,130,2064,17,213,2,1,3
"2017-09-20 14:23:55.450",1505910235450,59,61,59,159,-1058,-34,132,2151,18,143,1,4,3
"2017-09-20 14:23:55.495",1505910235495,62,70,51,78,-1046,74,57,2316,19,211,2,1,1
"2017-09-20 14:23:55.557",1505910235557,42,49,61,71,-1069,9,116,2440,20,253,2,5,3
"2017-09-20 14:23:55.596",1505910235596,48,63,65,195,-1058,-27,116,2027,21,199,1,9,9
"2017-09-20 14:23:55.653",1505910235653,57,60,58,60,-1053,-42,125,2068,22,299,2,9,9
