Time,UNIX_T,RSSI1,RSSI2,RSSI3,Lux,Acc_x,Acc_y,Acc_z,Temp,ID,Pos,Si,Co,Ro
"2017-09-20 14:31:59.275",1505910719275,64,74,57,5,-1102,-18,109,2074,1,222,2,2,2
"2017-09-20 14:31:59.322",1505910719322,42,66,63,17,-1032,13,98,2084,2,131,1,3,1
"2017-09-20 14:31:59.373",1505910719373,55,61,63,6,-1086,-47,137,1984,3,241,2,4,1
"2017-09-20 14:31:59.426",1505910719426,52,54,64,4,-1071,6,117,2015,4,242,2,4,2
"2017-09-20 14:31:59.478",1505910719478,50,64,60,6,-1048,-42,110,28477,5,231,2,3,1
"2017-09-20 14:31:59.526",1505910719526,53,64,48,5,-1096,-58,90,1985,6,212,2,1,2
"2017-09-20 14:31:59.575",1505910719575,54,66,62,4,-1011,29,178,1992,7,233,2,3,3
"2017-09-20 14:31:59.628",1505910719628,54,62,52,5,-1090,-31,57,1931,8,221,2,2,1
"2017-09-20 14:31:59.673",1505910719673,50,61,44,8,-1030,38,90,2046,9,111,1,1,1
"2017-09-20 14:31:59.730",1505910719730,57,57,62,5,-1087,-65,94,2047,10,252,2,5,2
"2017-09-20 14:31:59.774",1505910719774,50,53,66,10,-1048,-49,73,2022,11,152,1,5,2
"2017-09-20 14:31:59.827",1505910719827,52,63,55,9,-1035,-18,63,2008,12,153,1,5,3
"2017-09-20 14:31:59.875",1505910719875,57,65,65,10,-1080,-34,92,2056,13,141,1,4,1
"2017-09-20 14:31:59.927",1505910719927,59,50,44,8,-1055,-54,61,1943,14,133,1,3,3
"2017-09-20 14:31:59.979",1505910719979,50,57,60,11,-1091,-27,119,2000,15,151,1,5,1
"2017-09-20 14:32:00.028",1505910720028,55,68,58,8,-1062,-26,121,1937,16,122,1,2,2
"2017-09-20 14:32:00.080",1505910720080,59,69,57,4,-1093,-42,133,1986,17,213,2,1,3
"2017-09-20 14:32:00.130",1505910720130,58,61,59,12,-1056,-34,137,1950,18,143,1,4,3
"2017-09-20 14:32:00.174",1505910720174,62,71,52,5,-1038,77,63,2121,19,211,2,1,1
"2017-09-20 14:32:00.233",1505910720233,42,50,62,4,-1074,10,117,2024,20,253,2,5,3
"2017-09-20 14:32:00.274",1505910720274,49,63,65,10,-1061,-27,116,2007,21,199,1,9,9
"2017-09-20 14:32:00.330",1505910720330,57,60,58,3,-1051,-36,117,2049,22,299,2,9,9
"2017-09-20 14:32:01.343",1505910721343,63,73,57,5,-1100,-17,94,2074,1,222,2,2,2
"2017-09-20 14:32:01.395",1505910721395,41,67,63,17,-1035,13,84,2077,2,131,1,3,1
"2017-09-20 14:32:01.445",1505910721445,55,61,63,6,-1088,-43,134,1984,3,241,2,4,1
"2017-09-20 14:32:01.497",1505910721497,52,54,64,4,-1071,10,121,2028,4,242,2,4,2
"2017-09-20 14:32:01.549",1505910721549,49,64,60,6,-1054,-41,112,28483,5,231,2,3,1
"2017-09-20 14:32:01.597",1505910721597,53,64,49,5,-1098,-59,105,1985,6,212,2,1,2
"2017-09-20 14:32:01.647",1505910721647,54,66,63,4,-1007,28,174,1966,7,233,2,3,3
"2017-09-20 14:32:01.698",1505910721698,54,62,51,5,-1091,-27,57,1950,8,221,2,2,1
"2017-09-20 14:32:01.747",1505910721747,51,62,45,8,-1032,37,92,2033,9,111,1,1,1
"2017-09-20 14:32:01.798",1505910721798,57,56,62,5,-1086,-59,93,2021,10,252,2,5,2
"2017-09-20 14:32:01.846",1505910721846,50,54,66,10,-1053,-49,78,2022,11,152,1,5,2
"2017-09-20 14:32:01.894",1505910721894,52,63,55,9,-1035,-18,69,2020,12,153,1,5,3
"2017-09-20 14:32:01.946",1505910721946,57,65,64,10,-1083,-42,89,2050,13,141,1,4,1
"2017-09-20 14:32:01.995",1505910721995,59,50,44,8,-1051,-51,57,1950,14,133,1,3,3
"2017-09-20 14:32:02.050",1505910722050,50,58,60,11,-1090,-27,114,2007,15,151,1,5,1
"2017-09-20 14:32:02.097",1505910722097,55,69,58,8,-1064,-22,126,1937,16,122,1,2,2
"2017-09-20 14:32:02.150",1505910722150,59,69,57,4,-1096,-44,130,1986,17,213,2,1,3
"2017-09-20 14:32:02.201",1505910722201,58,62,59,12,-1054,-28,130,1969,18,143,1,4,3
"2017-09-20 14:32:02.247",1505910722247,62,70,50,5,-1035,74,69,2141,19,211,2,1,1
"2017-09-20 14:32:02.304",1505910722304,42,49,62,4,-1071,11,125,2024,20,253,2,5,3
"2017-09-20 14:32:02.346",1505910722346,50,63,64,10,-1061,-25,113,2001,21,199,1,9,9
"2017-09-20 14:32:02.402",1505910722402,57,60,58,3,-1053,-41,127,2062,22,299,2,9,9
"2017-09-20 14:32:03.416",1505910723416,64,74,58,5,-1102,-18,100,2074,1,222,2,2,2
"2017-09-20 14:32:03.465",1505910723465,43,67,63,17,-1032,15,89,2103,2,131,1,3,1
"2017-09-20 14:32:03.515",1505910723515,55,61,62,6,-1085,-43,137,2003,3,241,2,4,1
"2017-09-20 14:32:03.567",1505910723567,51,55,64,4,-1077,5,113,2028,4,242,2,4,2
"2017-09-20 14:32:03.617",1505910723617,49,64,61,5,-1051,-43,114,28483,5,231,2,3,1
"2017-09-20 14:32:03.668",1505910723668,54,64,49,5,-1098,-59,93,1966,6,212,2,1,2
"2017-09-20 14:32:03.720",1505910723720,55,67,62,4,-1010,23,175,1972,7,233,2,3,3
"2017-09-20 14:32:03.768",1505910723768,55,62,52,5,-1093,-30,61,1950,8,221,2,2,1
"2017-09-20 14:32:03.815",1505910723815,51,61,45,8,-1031,37,86,2046,9,111,1,1,1
"2017-09-20 14:32:03.871",1505910723871,57,57,63,5,-1085,-63,93,2041,10,252,2,5,2
"2017-09-20 14:32:03.919",1505910723919,51,54,66,10,-1050,-50,79,2035,11,152,1,5,2
"2017-09-20 14:32:03.969",1505910723969,52,62,55,9,-1035,-18,66,2008,12,153,1,5,3
"2017-09-20 14:32:04.017",1505910724017,57,65,64,10,-1087,-36,86,2056,13,141,1,4,1
"2017-09-20 14:32:04.066",1505910724066,60,51,44,8,-1051,-50,54,1943,14,133,1,3,3
"2017-09-20 14:32:04.121",1505910724121,49,58,60,11,-1094,-31,114,2020,15,151,1,5,1
"2017-09-20 14:32:04.167",1505910724167,55,68,58,8,-1062,-26,125,1950,16,122,1,2,2
"2017-09-20 14:32:04.224",1505910724224,59,69,57,4,-1096,-42,130,1993,17,213,2,1,3
"2017-09-20 14:32:04.273",1505910724273,59,62,58,12,-1051,-34,126,1950,18,143,1,4,3
"2017-09-20 14:32:04.315",1505910724315,63,69,51,5,-1035,73,65,2141,19,211,2,1,1
"2017-09-20 14:32:04.378",1505910724378,42,48,62,4,-1070,10,121,2024,20,253,2,5,3
"2017-09-20 14:32:04.417",1505910724417,48,62,65,10,-1061,-27,110,2027,21,199,1,9,9
"2017-09-20 14:32:04.470",1505910724470,57,61,58,3,-1054,-42,117,2049,22,299,2,9,9
"2017-09-20 14:32:05.487",1505910725487,63,73,58,5,-1103,-18,101,2074,1,222,2,2,2
"2017-09-20 14:32:05.537",1505910725537,40,67,63,17,-1035,12,93,2103,2,131,1,3,1
"2017-09-20 14:32:05.585",1505910725585,55,61,63,6,-1086,-49,133,1984,3,241,2,4,1
"2017-09-20 14:32:05.636",1505910725636,51,54,64,4,-1069,10,117,2015,4,242,2,4,2
"2017-09-20 14:32:05.691",1505910725691,50,64,60,5,-1047,-44,113,28483,5,231,2,3,1
"2017-09-20 14:32:05.738",1505910725738,52,65,49,5,-1102,-57,100,1979,6,212,2,1,2
"2017-09-20 14:32:05.790",1505910725790,55,66,63,4,-1010,26,173,1985,7,233,2,3,3
"2017-09-20 14:32:05.839",1505910725839,55,63,51,5,-1088,-31,58,1950,8,221,2,2,1
"2017-09-20 14:32:05.887",1505910725887,50,61,44,8,-1029,37,93,2033,9,111,1,1,1
"2017-09-20 14:32:05.940",1505910725940,57,56,62,5,-1087,-65,95,2041,10,252,2,5,2
"2017-09-20 14:32:05.990",1505910725990,51,53,66,10,-1051,-51,82,2035,11,152,1,5,2
"2017-09-20 14:32:06.037",1505910726037,52,62,56,9,-1035,-22,76,2008,12,153,1,5,3
"2017-09-20 14:32:06.088",1505910726088,57,65,65,10,-1086,-36,98,2063,13,141,1,4,1
"2017-09-20 14:32:06.136",1505910726136,59,50,44,8,-1053,-51,54,1969,14,133,1,3,3
"2017-09-20 14:32:06.190",1505910726190,50,57,59,11,-1090,-34,114,2026,15,151,1,5,1
"2017-09-20 14:32:06.239",1505910726239,55,69,58,8,-1063,-26,122,1943,16,122,1,2,2
"2017-09-20 14:32:06.294",1505910726294,59,68,57,4,-1096,-42,125,1986,17,213,2,1,3
"2017-09-20 14:32:06.342",1505910726342,59,61,58,12,-1054,-35,125,1969,18,143,1,4,3
"2017-09-20 14:32:06.390",1505910726390,62,70,50,5,-1038,76,66,2141,19,211,2,1,1
"2017-09-20 14:32:06.445",1505910726445,42,50,63,4,-1071,6,125,2011,20,253,2,5,3
"2017-09-20 14:32:06.489",1505910726489,50,62,64,10,-1062,-27,108,2007,21,199,1,9,9
"2017-09-20 14:32:06.542",1505910726542,58,60,58,3,-1051,-42,121,2062,22,299,2,9,9
"2017-09-20 14:32:07.557",1505910727557,64,73,57,5,-1101,-17,105,2087,1,222,2,2,2
"2017-09-20 14:32:07.609",1505910727609,41,66,64,16,-1035,12,84,2084,2,131,1,3,1
"2017-09-20 14:32:07.659",1505910727659,55,61,63,6,-1088,-42,135,1984,3,241,2,4,1
"2017-09-20 14:32:07.709",1505910727709,52,55,64,4,-1071,12,114,2015,4,242,2,4,2
"2017-09-20 14:32:07.763",1505910727763,49,65,60,5,-1047,-44,113,28483,5,231,2,3,1
"2017-09-20 14:32:07.810",1505910727810,53,64,50,5,-1099,-57,100,1985,6,212,2,1,2
"2017-09-20 14:32:07.860",1505910727860,55,67,62,4,-1007,26,174,1985,7,233,2,3,3
"2017-09-20 14:32:07.913",1505910727913,55,61,52,5,-1090,-31,63,1950,8,221,2,2,1
"2017-09-20 14:32:07.960",1505910727960,51,61,45,8,-1029,37,86,2027,9,111,1,1,1
"2017-09-20 14:32:08.012",1505910728012,57,57,62,5,-1088,-59,93,2028,10,252,2,5,2
"2017-09-20 14:32:08.062",1505910728062,50,54,66,10,-1051,-49,84,2055,11,152,1,5,2
"2017-09-20 14:32:08.110",1505910728110,52,63,56,9,-1033,-19,68,2008,12,153,1,5,3
"2017-09-20 14:32:08.160",1505910728160,57,65,64,10,-1086,-36,95,2082,13,141,1,4,1
"2017-09-20 14:32:08.208",1505910728208,59,52,44,8,-1053,-50,54,1943,14,133,1,3,3
"2017-09-20 14:32:08.263",1505910728263,50,57,60,11,-1094,-33,121,2020,15,151,1,5,1
"2017-09-20 14:32:08.311",1505910728311,55,68,59,8,-1062,-28,121,1924,16,122,1,2,2
"2017-09-20 14:32:08.364",1505910728364,59,68,57,4,-1094,-44,132,1993,17,213,2,1,3
"2017-09-20 14:32:08.413",1505910728413,58,62,59,12,-1054,-35,130,1969,18,143,1,4,3
"2017-09-20 14:32:08.460",1505910728460,62,70,51,5,-1035,74,68,2160,19,211,2,1,1
"2017-09-20 14:32:08.518",1505910728518,42,48,63,4,-1071,9,124,2011,20,253,2,5,3
"2017-09-20 14:32:08.559",1505910728559,49,63,66,10,-1061,-25,114,2027,21,199,1,9,9
"2017-09-20 14:32:08.616",1505910728616,57,61,58,3,-1054,-38,116,2049,22,299,2,9,9
"2017-09-20 14:32:09.627",1505910729627,64,74,57,5,-1101,-19,105,2054,1,222,2,2,2
"2017-09-20 14:32:09.677",1505910729677,40,66,63,16,-1031,14,89,2084,2,131,1,3,1
"2017-09-20 14:32:09.731",1505910729731,55,61,63,6,-1085,-47,137,1984,3,241,2,4,1
"2017-09-20 14:32:09.779",1505910729779,52,54,65,4,-1074,7,110,2028,4,242,2,4,2
"2017-09-20 14:32:09.833",1505910729833,49,65,60,5,-1053,-42,110,28490,5,231,2,3,1
"2017-09-20 14:32:09.881",1505910729881,53,64,49,5,-1099,-59,98,1979,6,212,2,1,2
"2017-09-20 14:32:09.929",1505910729929,55,66,63,4,-1010,26,173,1985,7,233,2,3,3
"2017-09-20 14:32:09.981",1505910729981,55,62,52,5,-1090,-28,61,1937,8,221,2,2,1
"2017-09-20 14:32:10.030",1505910730030,50,60,44,8,-1035,42,89,2033,9,111,1,1,1
"2017-09-20 14:32:10.083",1505910730083,57,56,62,5,-1088,-59,98,2021,10,252,2,5,2
"2017-09-20 14:32:10.130",1505910730130,50,53,66,10,-1051,-50,73,2048,11,152,1,5,2
"2017-09-20 14:32:10.181",1505910730181,52,63,55,9,-1037,-15,71,2008,12,153,1,5,3
"2017-09-20 14:32:10.231",1505910730231,57,66,64,10,-1087,-39,87,2056,13,141,1,4,1
"2017-09-20 14:32:10.279",1505910730279,59,49,44,8,-1057,-51,57,1943,14,133,1,3,3
